osm_id,name,highway,waterway,aerialway,barrier,man_made,railway,z_order,other_tags
76778985,,path,,,,,,0,"""sac_scale""=>""demanding_mountain_hiking"""
27986652,,,,,,,,0,"""admin_level""=>""8"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
191155176,,path,,,,,,0,"""bicycle""=>""no"",""foot""=>""yes"",""horse""=>""no"",""sac_scale""=>""demanding_mountain_hiking"",""ski""=>""no"",""snowmobile""=>""no"",""surface""=>""gravel"",""trail_visibility""=>""intermediate"",""wheelchair""=>""no"",""width""=>""1"""
76778997,,path,,,,,,0,"""sac_scale""=>""demanding_mountain_hiking"",""via_ferrata_scale""=>""2"""
76779046,,path,,,,,,0,"""sac_scale""=>""mountain_hiking;demanding_mountain_hiking"",""via_ferrata_scale""=>""2"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76778985,,path,,,,,,0,"""sac_scale""=>""demanding_mountain_hiking"""
27986652,,,,,,,,0,"""admin_level""=>""8"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
191155176,,path,,,,,,0,"""bicycle""=>""no"",""foot""=>""yes"",""horse""=>""no"",""sac_scale""=>""demanding_mountain_hiking"",""ski""=>""no"",""snowmobile""=>""no"",""surface""=>""gravel"",""trail_visibility""=>""intermediate"",""wheelchair""=>""no"",""width""=>""1"""
76778997,,path,,,,,,0,"""sac_scale""=>""demanding_mountain_hiking"",""via_ferrata_scale""=>""2"""
76779046,,path,,,,,,0,"""sac_scale""=>""mountain_hiking;demanding_mountain_hiking"",""via_ferrata_scale""=>""2"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
27986652,,,,,,,,0,"""admin_level""=>""8"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
27986652,,,,,,,,0,"""admin_level""=>""8"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
27986652,,,,,,,,0,"""admin_level""=>""8"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
27986652,,,,,,,,0,"""admin_level""=>""8"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
27986652,,,,,,,,0,"""admin_level""=>""8"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
27986652,,,,,,,,0,"""admin_level""=>""8"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
27986652,,,,,,,,0,"""admin_level""=>""8"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
531999176,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
531999176,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
531999176,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
27986652,,,,,,,,0,"""admin_level""=>""8"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
1095253063,,path,,,,,,0,
531999176,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
27986652,,,,,,,,0,"""admin_level""=>""8"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
1095253063,,path,,,,,,0,
27986652,,,,,,,,0,"""admin_level""=>""8"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
1095253063,,path,,,,,,0,
531999176,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
531999176,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
531999176,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
531999176,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
531999176,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
635584992,,path,,,,,,0,
76778986,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779009,,path,,,,,,0,"""mtb""=>""no"",""sac_scale""=>""mountain_hiking"""
76779005,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779005,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779005,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779005,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779005,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779005,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779005,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779005,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
